400nm,410nm,420nm,430nm,440nm,450nm,460nm,470nm,480nm,490nm,500nm,510nm,520nm,530nm,540nm,550nm,560nm,570nm,580nm,590nm,600nm,610nm,620nm,630nm,640nm,650nm,660nm,670nm,680nm,690nm,700nm,L,a,b,C,H,染料_1,濃度_1,布號,revised,abort
47.37,52.02,56.2,59.82,62.75,65.9,67.91,68.07,66.33,63.41,59.94,55.72,51.42,46.66,42.3,38.1,34.19,30.68,27.66,25.1,22.76,20.52,18.87,17.8,17.46,17.28,17.18,16.93,16.73,16.87,18.41,69.06,-18.28,-25.47,31.35,234.34,F6C-5,0.5,FVF2666,0,0
35.3,39.48,43.46,46.98,49.99,53.44,55.45,55.19,52.72,49.23,45.46,41.26,37.2,32.98,29.13,25.44,22.06,19.09,16.55,14.46,12.57,10.87,9.63,8.83,8.52,8.33,8.21,8.01,7.95,8.13,9.11,29.13,-18.87,-30.16,35.58,237.96,F6C-5,1.5,FVF2666,0,0
28.26,32,35.72,38.94,41.73,45,46.67,45.97,43.14,39.56,35.94,32.09,28.46,24.8,21.4,18.17,15.3,12.8,10.75,9.12,7.72,6.48,5.63,5.14,4.87,4.74,4.65,4.52,4.51,4.64,5.26,51.98,-17.75,-32.95,37.42,241.68,F6C-5,3,FVF2666,0,0
50.36,52.23,54.3,57.01,59.34,60.84,61.36,61.5,60.83,59.47,57.68,55.07,51.92,48.06,44.47,41.18,38.19,35.61,33.5,31.88,30.7,29.93,29.72,29.75,30.53,31.85,33.86,36.27,41.25,44.6,50.1,71.35,-11.17,-17.44,20.71,237.37,462-9,0.06,FVF2666,0,0
26.13,26.72,28.17,30.74,33.23,34.81,35.06,34.87,33.74,32.08,30.05,27.39,24.43,21.24,18.33,15.71,13.55,11.76,10.39,9.4,8.73,8.33,8.17,8.22,8.67,9.43,10.67,12.19,15.75,18.39,22.7,49.16,-13.48,-25.83,29.14,242.44,462-9,0.5,FVF2666,0,0
15.32,15.84,16.9,19.06,21.29,22.75,23.02,22.86,21.89,20.44,18.67,16.39,13.9,11.4,9.23,7.41,6.05,5.02,4.28,3.83,3.54,3.35,3.3,3.36,3.54,3.88,4.48,5.2,7.39,9.25,12.49,36.85,-12.47,-28.04,30.69,246.02,462-9,1.5,FVF2666,0,0
9.83,10.06,10.82,12.6,14.49,15.8,16.01,15.84,14.95,13.66,12.12,10.23,8.28,6.47,5.03,3.93,3.2,2.67,2.36,2.19,2.1,2.03,2.03,2.06,2.13,2.26,2.5,2.77,3.9,5.06,7.21,28.68,-8.61,-27.79,29.09,252.79,462-9,3,FVF2666,0,0
56.36,58.27,59.06,59.37,59.07,58.73,58.19,57.6,56.58,55.22,53.76,51.93,50.19,48.14,46.45,44.91,43.26,41.62,40.31,39.32,38.47,37.64,37.32,37.87,40.01,43.51,48.04,52.52,57.46,59.27,62.75,73.33,-3.82,-12.89,13.44,253.5,461-9,0.06,FVF2666,0,0
35.05,35.09,34.55,33.75,32.79,31.78,30.71,29.7,28.34,26.84,25.29,23.5,21.79,20.16,18.68,17.3,15.99,14.76,13.8,13.12,12.55,12.03,11.92,12.16,13.54,15.89,19.16,22.54,26.49,28.22,31.38,49.96,-3.23,-22.12,22.35,261.68,461-9,0.5,FVF2666,0,0
22.63,22.32,21.74,20.95,20.1,19.25,18.31,17.44,16.3,15.06,13.78,12.35,11.03,9.84,8.81,7.85,7.02,6.24,5.67,5.32,5.06,4.79,4.72,4.84,5.55,6.91,9.01,11.41,14.57,16.07,18.71,35.75,-1.6,-25.52,25.57,266.42,461-9,1.5,FVF2666,0,0
15.79,15.38,14.84,14.15,13.46,12.8,12.05,11.35,10.45,9.51,8.53,7.46,6.51,5.7,5.01,4.41,3.9,3.51,3.17,2.98,2.86,2.73,2.7,2.8,3.13,3.87,5.12,6.7,9.01,10.23,12.41,27.45,0.48,-25.13,25.13,271.1,461-9,3,FVF2666,0,0
39.11,37.1,35.6,34.4,33.49,33.33,33.6,34.38,35.92,38.28,40.8,43.45,46.33,49.56,53.41,57.94,62.44,66.81,70.8,73.97,76.57,78.55,79.6,80.31,80.89,81.62,82.19,82.6,83.44,83.65,84.54,81.09,12.95,26.91,29.87,64.3,432,0.06,FVF2666,0,0
15.93,13.85,12.52,11.57,11,10.88,11.03,11.44,12.55,14.26,16.15,18.17,20.4,23.17,26.44,30.46,34.91,39.94,45.38,50.76,56.3,61.72,66.1,69.84,73.18,76.2,79.09,81.69,84.37,84.85,85.76,65.54,26.91,42.51,50.32,57.67,432,0.5,FVF2666,0,0
7.06,5.72,5.02,4.54,4.29,4.2,4.29,4.5,5.02,5.94,7.06,8.35,9.85,11.88,14.45,17.74,21.56,26.04,31.08,36.39,42.29,48.67,54.59,60.37,65.64,70.22,73.88,76.57,79.52,80.4,81.72,55.14,35.12,50.53,61.54,55.2,432,1.5,FVF2666,0,0
4.15,3.28,2.93,2.71,2.57,2.52,2.57,2.68,2.9,3.4,4.04,4.82,5.83,7.28,9.19,11.79,15.02,18.94,23.5,28.36,33.81,39.79,45.58,51.56,57.39,62.77,67.44,71.32,75.21,76.66,78.62,48.61,38.43,50.82,63.71,52.9,432,3,FVF2666,0,0
31.85,29.17,27.28,26.38,26.56,28.17,31.68,37.58,50,64.29,73.01,76.21,77.32,78.04,78.9,80.21,81.76,83.37,85.02,86.06,86.7,87.05,87.22,87.38,87.51,87.82,88.09,88.25,88.74,88.64,88.77,90.66,-6.48,44.41,44.88,98.31,322-6,0.06,FVF2666,0,0
10.49,8.33,7.25,6.86,6.95,7.77,9.85,13.92,24.51,40.92,58.19,70.05,75.47,78.09,79.7,81.12,82.24,82.94,83.68,84.18,84.67,85.01,85.29,85.59,85.87,86.45,87.04,87.43,88.14,88.16,88.39,88.81,-8.69,79.19,79.67,92.26,322-6,0.5,FVF2666,0,0
4.1,3.14,2.79,2.67,2.69,2.95,3.74,5.78,12.92,26.75,44.37,60.04,69.5,74.25,77,79.04,80.49,81.39,82.31,82.96,83.48,83.93,84.3,84.71,85.14,85.82,86.46,86.9,87.6,87.63,87.87,86.89,-5.27,95.79,95.94,93.15,322-6,1.5,FVF2666,0,0
2.66,2.17,2.07,2.01,2.01,2.12,2.38,3.38,8.17,19.69,36.03,51.27,60.95,66.13,69.11,71.45,73.04,74.13,75.19,76.06,76.82,77.5,78.13,78.87,79.69,80.86,82.06,83.09,84.45,84.98,85.7,83.3,-2.54,97.74,97.77,91.49,322-6,3,FVF2666,0,0
30.26,29.08,28.42,27.96,28.05,29.37,32.61,37.73,47.15,57.84,66.1,70.8,72.81,73.6,73.76,73.97,74.12,74.19,74.26,74.25,74.39,74.56,74.81,75.59,76.89,78.76,80.92,82.69,85.15,85.99,87.13,87.18,-8.27,38.06,38.95,102.27,327,0.06,FVF2666,0,0
9.28,8.25,7.86,7.65,7.74,8.44,10.34,13.7,21.25,31.95,43.76,54.16,61.39,66.06,69.49,72.37,74.57,76.42,78.27,79.76,80.94,81.87,82.51,83.14,83.69,84.48,85.24,85.83,86.77,87.04,87.44,84.97,-1.14,74.24,74.24,90.88,327,0.5,FVF2666,0,0
3.72,3.25,3.14,3.08,3.12,3.39,4.19,5.92,10.74,19.07,29.65,40.01,48.06,53.87,58.26,62.06,65.06,67.68,70.29,72.41,74.21,75.72,76.8,77.85,78.87,80.08,81.34,82.49,84.17,84.76,85.66,79.75,4.79,86.57,86.71,86.83,327,1.5,FVF2666,0,0
3.01,2.62,2.51,2.46,2.48,2.68,3.19,4.43,8.26,15.45,25.25,35.28,43.47,49.74,54.71,59.12,62.65,65.82,68.85,71.44,73.72,75.62,77.09,78.44,79.53,80.77,81.92,82.71,83.68,84.48,85.36,78.35,8.19,89.68,90.05,84.78,327,3,FVF2666,0,0
60.5,63.5,64.49,64.25,62.77,60.16,57.82,55.78,52.37,49.82,48.55,46.33,44.49,44.89,46.74,47.04,46.87,52.04,62.75,74.46,83.18,87.24,88.43,89.03,89.07,89.18,89.22,89.21,89.22,89.07,89.12,80.4,25.14,-1.67,25.2,356.19,142,0.06,FVF2666,0,0
47.77,49.33,47.93,44.43,40.16,35.48,31.68,28.87,25.32,22.93,21.79,19.95,18.42,18.85,20.29,20.46,20.33,24.53,34.19,47.95,64.14,77.02,83.36,86.59,87.58,87.64,87.76,87.88,87.67,87.32,87.92,64.68,46.13,-2.42,46.2,357,142,0.5,FVF2666,0,0
38.34,39.43,37.13,32.99,28.57,24.08,20.59,18.07,15.07,13.13,12.24,10.83,9.69,10.05,11.13,11.19,11.32,14.43,22.63,35.02,50.92,66.22,75.81,81.62,83.89,84.3,85.11,85.19,85.19,84.79,85.62,56.03,54.77,-0.84,54.77,359.12,142,1.5,FVF2666,0,0
30.4,30.44,28.23,24.26,20.23,16.29,13.31,11.25,8.95,7.56,6.91,5.96,5.3,5.51,6.11,6.17,6.24,8.43,14.85,25.51,40,55.34,66.52,74.06,77.59,78.61,79.8,80.26,80.53,80.46,81.68,48.93,59.2,1.53,59.22,1.48,142,3,FVF2666,0,0
52.97,54.31,54.96,55.35,55.35,55.38,55.23,54.84,53.77,52.23,50.66,48.78,46.98,44.87,43.02,41.34,39.68,38.12,36.82,35.79,35.07,34.7,34.65,34.93,36.01,37.87,40.67,43.98,50.99,55.79,63.32,71.08,-4.36,-13.48,14.17,252.08,F6S,0.06,FVF2666,0,0
30.21,29.95,29.55,29.23,28.87,28.48,27.83,27.05,25.65,24.04,22.45,20.73,19.1,17.53,16.08,14.7,13.51,12.43,11.56,10.94,10.53,10.24,10.2,10.37,11.02,12.19,14.05,16.3,21.53,25.59,32.41,46.81,-3.83,-22.29,22.62,260.25,F6S,0.5,FVF2666,0,0
18.35,17.76,17.37,17.06,16.73,16.35,15.81,15.09,13.94,12.65,11.41,10.12,8.94,7.91,6.98,6.15,5.47,4.88,4.45,4.16,3.98,3.84,3.83,3.93,4.24,4.71,5.62,6.85,10.16,13.23,18.59,32.17,-1.62,-25.17,25.23,266.32,F6S,1.5,FVF2666,0,0
12.41,11.83,11.44,11.18,10.92,10.62,10.18,9.62,8.72,7.75,6.83,5.91,5.12,4.46,3.9,3.44,3.06,2.75,2.54,2.41,2.34,2.28,2.28,2.33,2.46,2.71,3.11,3.69,5.77,7.97,12.12,24.31,0.78,-24.06,24.08,271.85,F6S,3,FVF2666,0,0
55.98,58.38,59.92,61.14,61.62,61.78,61.43,60.85,59.68,57.78,55.43,52.53,49.53,45.95,42.82,40.24,37.99,35.65,33.64,32.43,32.05,31.83,31.52,31.39,31.94,34.18,38.45,43.78,52.71,57.58,64.93,71.02,-6.78,-19.26,20.4,250.62,264-1,0.06,FVF2666,0,0
35.07,36.13,36.96,37.63,37.82,37.58,36.55,35.4,33.67,31.4,28.82,25.94,23.12,20.17,17.61,15.52,13.83,12.19,10.86,10.11,9.92,9.72,9.57,9.52,9.83,11.21,14.08,17.85,24.82,29.16,35.99,49.28,-6.1,-29.97,30.59,258.49,264-1,0.5,FVF2666,0,0
22.41,22.92,23.49,23.95,24.1,23.85,22.86,21.79,20.27,18.33,16.14,13.79,11.59,9.46,7.75,6.44,5.48,4.61,3.99,3.67,3.59,3.53,3.48,3.48,3.62,4.2,5.59,7.62,12.57,16.11,21.69,35.06,-2.82,-33.85,33.96,265.24,264-1,1.5,FVF2666,0,0
16.22,16.46,16.9,17.27,17.39,17.13,16.25,15.3,13.97,12.32,10.51,8.65,7,5.52,4.44,3.64,3.09,2.67,2.39,2.27,2.23,2.21,2.19,2.2,2.3,2.62,3.18,4.22,7.59,10.38,14.96,27.68,1.08,-33.48,33.5,271.84,264-1,3,FVF2666,0,0
35.15,33.36,32.54,31.87,31.92,32.96,36.35,41.86,52.37,64.83,74.88,80.77,83.5,84.9,85.58,86.12,86.71,87.17,87.45,87.51,87.69,87.7,87.65,87.64,87.64,87.86,88.1,88.3,88.8,88.65,88.72,92.38,-8.23,41.42,42.23,101.24,327,0.06,FVF2184,0,0
10.68,9.44,8.89,8.75,8.85,9.61,11.67,15.39,23.76,36.04,50.12,62.8,71.23,76.36,79.46,81.53,82.98,83.97,84.77,85.24,85.76,86.12,86.26,86.39,86.55,86.92,87.3,87.68,88.27,88.21,88.33,88.42,-5.2,75.89,76.07,93.92,327,0.5,FVF2184,0,0
4.51,3.88,3.74,3.64,3.68,4.05,4.86,6.79,12.2,21.64,34.03,46.87,57.16,64.63,69.87,73.7,76.38,78.45,80.23,81.49,82.59,83.36,83.85,84.26,84.71,85.32,85.95,86.43,87.3,87.4,87.69,84.39,1.65,90.53,90.54,88.96,327,1.5,FVF2184,0,0
3.75,3.29,3.22,3.17,3.19,3.38,3.87,5.13,9.26,17.33,28.72,40.83,51.05,58.97,64.88,69.57,72.92,75.52,77.75,79.47,80.97,82.12,82.86,83.46,84.08,84.97,85.89,86.6,87.56,87.69,88.06,82.53,5.19,92.51,92.66,86.79,327,3,FVF2184,0,0
36.52,33.03,30.9,29.91,30.09,31.95,35.9,42.57,56.65,72.34,81.32,84.64,85.71,86.23,86.59,86.91,87.23,87.33,87.47,87.5,87.67,87.65,87.59,87.55,87.54,87.69,87.89,88.07,88.57,88.44,88.57,92.95,-10.64,42.51,43.82,104.05,322-6,0.06,FVF2184,0,0
12.26,9.74,8.48,7.93,8.05,9.08,11.49,16.16,28.23,47.29,67.15,79.4,83.86,85.61,86.31,86.8,87.2,87.4,87.57,87.61,87.83,87.88,87.89,87.93,88,88.18,88.37,88.49,88.96,88.8,88.87,91.25,-12.18,78.39,79.33,98.83,322-6,0.5,FVF2184,0,0
4.77,3.63,3.29,3.16,3.17,3.45,4.31,6.62,14.9,30.87,51.15,68.33,77.1,81.24,83.21,84.49,85.38,85.9,86.26,86.43,86.69,86.79,86.81,86.9,87.04,87.4,87.76,88.14,88.78,88.73,88.91,89.2,-8.5,95.85,96.23,95.07,322-6,1.5,FVF2184,0,0
2.87,2.48,2.38,2.33,2.31,2.4,2.63,3.59,8.58,21.24,39.85,57.96,69.34,75.21,78.22,80.19,81.5,82.25,82.77,82.98,83.33,83.51,83.64,83.93,84.46,85.3,86.25,86.91,87.91,87.96,88.25,86.76,-4.82,101.17,101.28,92.73,322-6,3,FVF2184,0,0
44.56,42.17,40.24,38.75,37.65,37.35,37.68,38.53,40.35,42.97,45.83,48.82,52.05,55.64,59.89,64.73,69.4,73.62,77.36,80.23,82.56,84.2,85.24,85.92,86.43,87.04,87.49,87.94,88.63,88.62,88.82,84.3,11.75,26.87,29.33,66.39,432,0.06,FVF2184,0,0
17.6,15.19,13.72,12.66,11.99,11.85,12.02,12.46,13.63,15.39,17.43,19.64,22.12,25.2,28.92,33.57,38.73,44.64,51.09,57.51,64.08,70.3,75.17,79.11,81.96,84.21,85.81,86.81,87.9,88.06,88.35,68.52,28.89,44.82,53.32,57.19,432,0.5,FVF2184,0,0
7.11,5.69,4.98,4.52,4.27,4.18,4.26,4.45,4.93,5.79,6.86,8.13,9.69,11.78,14.48,18,22.18,27.17,32.88,38.98,45.81,53.17,59.97,66.51,72.16,76.78,80.4,83.01,85.51,86.15,87.02,56.38,38.02,52.9,65.14,54.29,432,1.5,FVF2184,0,0
4.4,3.62,3.29,3.09,2.96,2.92,2.96,3.06,3.24,3.65,4.19,4.91,5.87,7.31,9.29,12.04,15.5,19.89,25.04,30.68,37.1,44.23,51.22,58.4,65.21,71.21,76.17,79.86,83.42,84.57,85.9,50.23,41.64,51.07,65.89,50.81,432,3,FVF2184,0,0
65.1,66.76,67.59,67.52,66.88,66.26,65.45,64.6,63.31,61.74,59.95,57.81,55.63,53.21,51.21,49.28,47.29,45.38,43.79,42.62,41.69,40.81,40.49,41.09,43.55,47.53,52.62,57.78,63.18,65.12,68.58,76.23,-4.03,-14.76,15.3,254.73,461-9,0.06,FVF2184,0,0
39.59,39.2,38.51,37.48,36.3,35.19,34,32.87,31.35,29.76,27.97,25.98,24.03,22.18,20.54,18.96,17.45,16.08,15,14.24,13.63,13.04,12.93,13.2,14.77,17.48,21.23,25.24,29.9,31.91,35.52,52.04,-3.42,-23.26,23.51,261.64,461-9,0.5,FVF2184,0,0
26.02,25.38,24.66,23.72,22.76,21.81,20.77,19.8,18.56,17.22,15.79,14.19,12.7,11.35,10.18,9.08,8.11,7.25,6.62,6.22,5.9,5.6,5.53,5.67,6.54,8.13,10.61,13.5,17.22,18.94,21.98,38.27,-1.77,-26.11,26.17,266.11,461-9,1.5,FVF2184,0,0
16.86,16.27,15.63,14.87,14.11,13.38,12.58,11.83,10.89,9.91,8.87,7.77,6.75,5.91,5.23,4.6,4.08,3.66,3.35,3.18,3.06,2.94,2.93,3.03,3.34,4.1,5.42,7.15,9.79,11.18,13.59,28.11,0.94,-25.52,25.54,272.1,461-9,3,FVF2184,0,0
57.29,59.04,61.27,64.3,66.84,68.46,68.94,68.98,68.2,66.67,64.68,61.78,58.24,53.86,49.79,46,42.59,39.66,37.19,35.34,34.01,33.15,32.95,33.01,33.96,35.53,37.88,40.66,46.56,50.34,56.47,74.65,-11.73,-18.48,21.89,237.61,462-9,0.06,FVF2184,0,0
29.01,29.76,31.24,34.26,37.2,39.09,39.35,39.06,37.73,35.73,33.35,30.26,26.83,23.18,19.9,16.96,14.56,12.6,11.08,9.99,9.26,8.84,8.68,8.75,9.25,10.08,11.46,13.21,17.24,20.3,25.3,51.1,-13.96,-27.75,31.07,243.29,462-9,0.5,FVF2184,0,0
17,17.44,18.61,21.12,23.7,25.37,25.58,25.3,24.13,22.41,20.32,17.73,14.91,12.14,9.75,7.78,6.32,5.24,4.49,4.03,3.76,3.57,3.51,3.57,3.77,4.11,4.7,5.49,7.83,9.93,13.57,38.13,-12.16,-30.01,32.38,247.97,462-9,1.5,FVF2184,0,0
10.72,10.98,11.86,13.83,15.98,17.44,17.65,17.41,16.4,14.98,13.21,11.11,8.95,7.02,5.49,4.35,3.6,3.12,2.79,2.64,2.56,2.51,2.5,2.53,2.59,2.72,2.94,3.2,4.36,5.63,8,30.27,-7.79,-28.46,29.5,254.7,462-9,3,FVF2184,0,0
70.59,75.23,78.64,80.78,82.25,83.52,84.43,84.82,84.94,84.58,83.94,82.75,81.1,78.79,75.94,72.66,69.11,65.39,61.86,58.61,55.54,52.64,50.45,49.18,49.12,49.22,49.29,49.12,48.88,48.85,51.17,87.16,-13.29,-9.93,16.59,216.76,F6C-5,0.06,FVF2184,0,0
54.84,59.85,64.67,68.43,71.14,73.8,75.14,75.02,73.31,70.53,67.09,63.09,58.81,53.8,48.96,44.12,39.58,35.56,32.05,29.04,26.38,23.87,22.02,20.91,20.7,20.66,20.67,20.51,20.32,20.44,22.22,72.96,-18.74,-25.45,31.6,233.63,F6C-5,0.5,FVF2184,0,0
39.99,45.08,50.9,56.23,60.6,65.31,67.23,66.14,61.83,56.5,51.22,45.92,40.96,35.95,31.41,27.05,23.23,19.91,17.13,14.83,12.86,11.07,9.81,9.16,8.95,8.95,9,8.93,8.89,9.06,10.23,61.5,-17.91,-36.02,40.22,243.57,F6C-5,1.5,FVF2184,0,0
31.99,36.54,42.05,47.11,51.41,56.11,57.89,56.49,51.93,46.6,41.53,36.52,31.93,27.44,23.39,19.58,16.24,13.45,11.17,9.4,7.93,6.7,5.87,5.45,5.32,5.33,5.38,5.37,5.4,5.56,6.28,54.63,-16.78,-38.77,42.25,246.59,F6C-5,3,FVF2184,0,0
68.5,72.83,75.6,77.16,78.33,79.62,80.6,81.01,81.14,80.79,80.07,78.78,76.99,74.74,72.17,69.24,65.97,62.55,59.19,55.99,52.86,49.71,46.91,44.57,43.07,41.94,40.93,39.92,39.4,39.53,41.49,85.4,-13.77,-10.1,17.08,216.25,261-8,0.06,FVF2184,0,0
52.21,57.06,60.91,63.87,66.67,70.7,73.23,73.24,71.09,67.7,63.58,58.75,53.86,48.8,44.22,39.78,35.65,31.91,28.6,25.74,23.1,20.52,18.4,16.73,15.6,14.79,14.12,13.41,13.02,13.23,14.53,70.29,-19.46,-27.41,33.61,234.63,261-8,0.5,FVF2184,0,0
37.19,41.58,45.39,48.39,51.57,56.48,59.37,58.48,54.66,50.06,45.28,40.38,35.8,31.42,27.54,23.78,20.44,17.51,14.99,12.92,11.08,9.35,8.01,7.07,6.41,5.99,5.64,5.26,5.18,5.26,5.93,58.11,-18.35,-34.38,38.97,241.9,261-8,1.5,FVF2184,0,0
27.94,31.88,35.27,37.96,40.8,45.2,47.38,45.98,41.93,37.55,33.3,29.15,25.33,21.78,18.58,15.54,12.9,10.65,8.84,7.39,6.19,5.15,4.38,3.91,3.56,3.34,3.17,2.99,2.96,3.07,3.34,49.45,-15.61,-36.83,40,247.03,261-8,3,FVF2184,0,0
68.44,71.62,73.45,74.49,75.06,75.43,75.73,75.63,74.93,73.43,71.52,69.19,66.71,63.82,61.28,58.86,56.39,54.05,51.99,50.32,49.23,48.57,48.54,48.81,50.18,52.43,55.69,59.52,67.07,71.33,77.38,81.66,-6.45,-13.11,14.61,243.8,F6B-6,0.06,FVF2184,0,0
46.99,48.6,50.02,50.95,51.13,50.85,49.13,46.53,42.53,38.48,34.83,31.33,28.24,25.37,22.9,20.6,18.56,16.77,15.29,14.2,13.45,13.05,12.96,13.13,13.93,15.36,17.65,20.41,26.75,31.59,39.77,55.15,-2.86,-34.19,34.31,265.22,F6B-6,0.5,FVF2184,0,0
33.19,34.16,35.24,35.92,36.05,35.63,33.93,31.52,27.96,24.46,21.34,18.44,15.92,13.73,11.85,10.14,8.76,7.6,6.69,6.08,5.74,5.47,5.42,5.51,5.95,6.71,8.06,9.74,14.4,18.35,25.18,41.99,-0.01,-38.68,38.68,269.99,F6B-6,1.5,FVF2184,0,0
24.07,24.74,25.64,26.24,26.42,26.07,24.53,22.34,19.14,16.11,13.49,11.12,9.19,7.63,6.38,5.33,4.55,3.91,3.48,3.21,3.05,2.94,2.93,2.98,3.16,3.5,4.11,4.91,7.81,10.72,16.16,32.7,4.76,-40.32,40.6,276.73,F6B-6,3,FVF2184,0,0
66.32,70.39,73.11,74.29,74.29,73.06,70.62,67.79,63.78,59.66,55.7,51.76,48.16,44.7,41.8,39.02,36.23,33.73,31.75,30.32,29.15,28.15,28.18,28.93,32.12,37.4,44.86,53.54,67.07,73.04,79.93,70.54,-2.8,-28.7,28.83,264.43,F6J,0.06,FVF2184,0,0
45.15,48.99,51.99,53.07,52.1,48.89,44.09,39.59,34.53,30.17,26.45,23.02,20.09,17.59,15.45,13.46,11.67,10.14,9.02,8.29,7.7,7.29,7.24,7.62,9.24,12.37,17.46,23.82,36.14,43.75,54.79,47.4,5.49,-44.61,44.95,277.02,F6J,0.5,FVF2184,0,0
29.91,33.17,35.82,36.66,35.71,32.53,28.07,24.1,19.84,16.26,13.42,10.94,8.98,7.44,6.26,5.24,4.44,3.81,3.43,3.19,3.04,2.91,2.91,3.03,3.57,4.72,7.23,10.92,20.55,27.24,37.27,33.23,14.5,-48.66,50.77,286.6,F6J,1.5,FVF2184,0,0
20.42,23.1,25.38,26.07,25.3,22.59,18.83,15.51,12.11,9.45,7.44,5.85,4.71,3.88,3.36,2.94,2.61,2.41,2.28,2.23,2.21,2.18,2.19,2.25,2.41,2.8,3.75,5.48,12.07,17.6,26.23,25.51,19.73,-46.07,50.12,293.19,F6J,3,FVF2184,0,0
37.97,32.91,28.8,25.59,23.71,23.85,27.05,35.9,61.15,97.03,128.26,135.13,131.51,122.27,113.46,106.79,101.94,97.84,94.57,91.98,90.54,88.99,87.61,86.73,86.06,85.7,85.44,84.93,85.17,85.07,85.51,100.56,-33.08,59.05,67.68,119.26,223-3,0.06,FVF2184,0,1
13.57,10.08,7.96,6.52,5.73,5.87,6.89,11.16,27.89,61.59,109.24,144.21,151.58,143.53,130.84,119.75,111.72,105.28,99.92,95.78,93.71,91.64,89.96,89.42,89.07,89.01,89.03,89.04,89.42,89.28,89.39,102.43,-38.88,98,105.43,111.64,223-3,0.5,FVF2184,0,1
5.9,4.16,3.4,2.94,2.76,2.78,3.09,4.77,13.46,37.65,81.46,126.4,149.1,149.34,138.53,126.69,117.69,110.56,104.45,99.45,96.83,94.14,91.81,90.82,90.12,89.65,89.41,88.94,88.95,88.7,88.67,102.38,-34.8,114.34,119.51,106.93,223-3,1.5,FVF2184,0,1
3.5,2.71,2.5,2.35,2.27,2.3,2.45,3.2,7.47,22.1,55.86,96.84,126.05,135.38,130.52,121.77,114.24,108.23,102.92,98.38,96.04,93.29,90.73,89.81,89.32,88.85,88.73,88.28,88.19,88.02,88.1,99.28,-25.83,118.28,121.06,102.32,223-3,3,FVF2184,0,0
67.03,68.4,67.53,64.99,61.54,57.75,53.93,50.8,47.51,44.69,42.58,40.99,40.17,40.06,40.54,42.4,45.84,52.33,62.37,74.74,87.58,94.42,95.65,96.39,96.4,95.79,95.19,93.76,92.49,91.67,91.77,79.46,32.06,-1.2,32.09,357.86,F4S-5,0.06,FVF2184,0,0
41.5,39.07,35.75,31.83,27.86,24.15,20.87,18.48,16.21,14.46,13.27,12.45,12.19,12.26,12.7,14.04,16.67,21.91,30.74,43.84,62.77,81.98,93.89,101.34,103.95,102.51,102.41,99.41,96.75,95.25,95.76,61.44,56.62,8.57,57.26,8.61,F4S-5,0.5,FVF2184,0,0
25.6,23.01,20.16,17.05,14.14,11.58,9.49,8.08,6.89,6.03,5.49,5.18,5.09,5.18,5.57,6.24,7.82,11.25,17.65,28.04,44.48,64.31,80.96,95.2,102.41,102.9,103.58,100.45,97.14,95.39,95.76,51.68,63.58,17.85,66.03,15.68,F4S-5,1.5,FVF2184,0,0
17.23,15.04,12.73,10.39,8.33,6.64,5.37,4.58,3.95,3.58,3.32,3.19,3.14,3.2,3.42,3.83,4.7,6.81,11.16,18.95,32.19,49.3,65.26,80.62,90.59,93.87,96.24,94.5,92.45,90.69,92.13,45.19,62.51,22.44,66.41,19.75,F4S-5,3,FVF2184,0,0
66.55,67.97,67.06,64.44,60.91,57.18,53.54,50.65,47.72,45.33,43.72,42.79,42.79,43.09,44.78,48.39,54.29,63.58,74.39,82.77,87.36,88.01,87.69,87.87,88.57,89.08,89.97,90.03,90.07,89.82,89.76,81.46,26.95,2.55,27.07,5.4,F4X-9,0.06,FVF2184,0,0
41.55,38.63,34.72,30.43,26.3,22.6,19.47,17.25,15.25,13.79,12.92,12.5,12.58,12.99,14.28,16.97,21.78,30.75,44.62,61.95,80.17,91.3,94.5,96.11,96.07,95.03,94.86,93.27,92.33,91.54,91.83,65.19,54.89,17.26,57.54,17.45,F4X-9,0.5,FVF2184,0,0
26.92,23.85,20.46,17.01,13.9,11.32,9.29,7.97,6.86,6.14,5.78,5.62,5.69,5.97,6.78,8.48,11.78,18.47,29.72,45.5,65.4,82.39,91.21,96.33,98.12,97.37,96.73,94.97,93.33,92.29,92.45,57.18,62.97,27.54,68.73,23.63,F4X-9,1.5,FVF2184,0,0
17.07,14.43,11.88,9.46,7.4,5.86,4.75,4.08,3.62,3.29,3.11,3.06,3.13,3.29,3.75,4.65,6.63,11.06,19.35,31.98,49.22,66.46,78.07,86.55,90.89,91.78,92.78,91.76,90.96,90.19,90.78,50.24,63.97,33.89,72.4,27.91,F4X-9,3,FVF2184,0,0
46.5,44.52,42.93,41.86,41.3,41.44,42.16,43.44,45.34,47.31,49.45,52.11,55.27,58.8,62.98,67.7,72.1,76.05,79.51,82.15,84.11,85.56,86.4,86.94,87.35,87.85,88.23,88.54,89.12,89.01,89.11,85.69,10.49,24.49,26.64,66.81,228-9,0.06,FVF2184,0,0
19.87,17.57,16.18,15.28,14.92,15.03,15.51,16.41,17.82,19.3,20.98,23.13,25.77,29.05,33.03,37.97,43.39,49.41,55.76,61.89,67.84,73.16,77.11,80.27,82.55,84.38,85.83,86.66,87.95,88.12,88.48,71.23,26.11,41.59,49.11,57.88,228-9,0.5,FVF2184,0,0
